score,title,author,date,comment
2,Organic Seaweed Snacks Review,"Jessica P.,",19-Nov-18,"The lime flavor just wasnt for me. It didn't particularly care for the texture either. They were different and it was great to get the opportunity to try them. However, they just aren't for me."
3,Organic Seaweed Snacks Review,"Liz D.,",18-Nov-18,"It was okay. I wasn't overly thrilled about the taste. I had the Sea Sal chocolate but it didn't taste as chocolate as expected. It was very chewy, which was okay but I did not care for the overall taste."
3,Organic Seaweed Snacks Review,"Jessica D.,",22-Feb-19,"Interesting, in a good way for sure. I'm not sure I'd get it again but they weren't bad. I think I'm just not used to the taste of seaweed, so just different."
3,Organic Seaweed Snacks Review,"Colleen C.,",22-Jan-19,Not my kind of taste/ texture. Wanted to like it. But did not. The flavors sound amazing and the packing is current and attractive. Would still try other products from this brand
3,Organic Seaweed Snacks Review,"Krystle E.,",21-Jan-19,It was not a had product i just don't like the seaweed taste. I let my friend try it and she loved it. She actually has continued to buy them and keep them at work for a healthy snack!
3,Organic Seaweed Snacks Review,"kristie K.,",15-Nov-18,The organic seaweed snacks were ok. I chose chili lime. I snacked on the seaweed while watching tv. It made a good snack for watching tv. The packaging was easy to open.
2,Organic Seaweed Snacks Review,"April M.,",23-Nov-18,i got these today and chose the bacon flavor. i have to say they were kind of strange and we didnt really like them. they were real salty which we usually like but these arent for us.
3,Organic Seaweed Snacks Review,"Cassie K.,",16-Nov-18,I tried the ramen kit and i didn't love it but i didn't hate it. The broth qas what got me and the noodles did not cook very well. I probably would not buy this again.
3,Organic Seaweed Snacks Review,"BJ M.,",28-Oct-18,"So these were definitely different. I thought they were okay, but I would say I'm not a fan. They are very healthy and would be a great snack. They are only 20 calories for one pack! That is great!"
3,Organic Seaweed Snacks Review,"Peggy O.,",06-Dec-18,"The Oceans Halo Seaweed snacks were a new experience for me. When I first ate them I didn't like them, but after a while the taste really grows on you."
3,Organic Seaweed Snacks Review,"Tricia M.,",02-Mar-19,I liked the flavor but it left me with an odd after taste but I do look forward to trying many other flavors in the near future I am hopeful to find my new favorite snack
2,Organic Seaweed Snacks Review,"Yvonne A.,",06-Dec-18,I honestly I really didnt like it at all the texture was fine but the taste is not for me. So í won't be buying it again. Maybe the noodle bowls are better.
1,Organic Seaweed Snacks Review,"Melissa A.,",29-Nov-18,"I had high hopes for these seaweed snacks, but unfortunately they didn't live up to my expectations. With this being said, I am sure others would enjoy them. They just weren't for me."
3,Organic Seaweed Snacks Review,"Shannon L.,",15-Nov-18,Would buy again if it wasnt out of my price range for snacks..Had great flavor and was something healthy for a change..Its hard to find healthy snacks at a great price.
3,Organic Seaweed Snacks Review,"Helen E M.,",07-Dec-18,"I'm sorry for the review delay, I have not been able to locate Ocean's Halo seaweed snack sheets during any of my shopping trips. I wish I could have tried this product. I will keep looking and review this snack when able."
2,Organic Seaweed Snacks Review,"Sara W.,",21-Jan-19,"Not a big fan of the way this product tastes. I had high hopes, but this product just did not impress me. I will probably try other products by this brand."
2,Organic Seaweed Snacks Review,"RACHEL F.,",08-Feb-19,I didn't like the seaweed at all. It tasted to me like rotten fish... I really wanted to like it too. I honestly wouldn't ever buy this and am glad i had a free sample first. I might try their other products.
1,Organic Seaweed Snacks Review,"Johnette G.,",08-Jan-19,"I am always looking for ways to curb snaking during the day. I was excited to try the Ocean's Halo Organic Seaweed Snacks, but for me they were not what I expected. It is definitely an acquired taste."
3,Organic Seaweed Snacks Review,"Kom W.,",12-Jan-19,The product was okay. I expected the swaweed flaor to come through more but it didnt. Will still like to try the other flavors and see how they measure up.
3,Organic Seaweed Snacks Review,"terry H.,",18-Nov-18,"I think this snack was okay. It was not out of this world delicious. The flavoring was decent, but it still had a distinctive seaweed taste to it. I did not particularly like the aftertaste that was left in my mouth after I consumed the product."
3,Organic Seaweed Snacks Review,"Maria M.,",27-Oct-18,"Over all not to bad , but definitely not for me - it taste to fishy n to salty- I didn't like that it's oily n how it melt in my mouth - however my 6 yr old son loved loved it - he sat n ate a whole packet !"
3,Organic Seaweed Snacks Review,"Christie F.,",22-Jan-19,It was ok not something I would buy probably again. Just didn't really care for texture and taste. Everyone is different so go ahead and give them a try for yourself!
2,Organic Seaweed Snacks Review,"Stephen H.,",12-Jan-19,"Perhaps because there products do not move very rapidly I may have gotten one that was a bit stale, but I was not impressed with it. It had a rather non-descriptor flavor and texture. I personally would not go out of my way to try another one."
2,Organic Seaweed Snacks Review,"Zuly T.,",10-Nov-18,I did not like this stuff at all made me gag But my friends really enjoyed them and even got a few more packs they really enjoyed the bacon Flavored ones and they got a couple more packets
2,Organic Seaweed Snacks Review,"Christina H.,",17-Feb-19,I didn't purchase this product. I used all my coupons on the noodle bowls and the broth. I am not a huge seaweed fan and wanted to try the other products in this brand more than the seaweed snacks.
3,Organic Seaweed Snacks Review,"Jeany C.,",26-Jan-19,I tried the product and I enjoyed it. It didn't blow me away or anything but it was a good healthy alternative to other snacks..I definitely recommend them to anyone who likes seaweed snacks.
1,Organic Seaweed Snacks Review,"Tsvetelina M.,",05-Jan-19,"I tried Halo Ramen Noodle Bowl. For the price I was expecting a tasty lunch. The noodles came out hard, and the broth was bland. I would certainly not buy the product again."
3,Organic Seaweed Snacks Review,"Dianne D.,",26-Oct-18,"I bought the sea salt flavor seaweed chips. The are tasty, but also somewhat fishy. Keep that in mind if you decide to buy them. It's not a filling snack, but it is good to quickly satisfy a craving."
3,Organic Seaweed Snacks Review,"Debbie M.,",05-Nov-18,Flavor was overall okay... honestly couldn't get past the part that it was seaweed. Did have a crunch that I liked. Would like to see more in the bag.
2,Organic Seaweed Snacks Review,"Noelle L.,",22-Nov-18,I'm a big fan of Ocean's Halo but not so much of the seaweed snack. With me it may be a mind over matter type of deal but I didn't like the taste or texture of these snacks
3,Organic Seaweed Snacks Review,"Dozy C.,",14-Feb-19,I tried the Korean BBQ and I thought it was kind of dry and honestly not as flavorful as I had hoped. I will give this product another try but this time I will choose the Wasabi flavor.
3,Organic Seaweed Snacks Review,"Hamd A.,",12-Jan-19,"It was pretty good, reminded me of the food I tried when I was in Hawaii. They tatse really good on their own but also I added it to other meals and it was a blast!"
3,Organic Seaweed Snacks Review,"Lauren C.,",20-Nov-18,"It was delicious, but a little too salty. I don't usually eat seaweed but thought it was worth a try. I try to stay away from a lot of salt, but wanted to try it #trynatural #gotitfree"
1,Organic Seaweed Snacks Review,"Tabitha R.,",31-Oct-18,Nasty nasty nasty lol If it's up ur alley then u good If not don't waste the $$$ or time It was a good try tho the sample was I gave my coupons to the neighbors
3,Organic Seaweed Snacks Review,"nikki M.,",13-Jan-19,"I didn't really like the flavor of these. But it was more of a personal preference thing. The product itself was fine. I just couldn't eat these. If this is your thing, they were fresh and crisp and do recommend."
3,Organic Seaweed Snacks Review,"Melinda C.,",02-Dec-18,After receiving my sample from Social Nature I purchased the seaweed sheets and I tried to make avocado sushi and I couldn't get pass the aftertaste at first but it was fine after I squeeze fresh lemon juice on it...
3,Organic Seaweed Snacks Review,"Kim F.,",12-Jan-19,"I tried the sea salt seaweed snacks. The flavor was ok, but a little bland for my preference. I did try a different flavor, the chili lime, and that was exactly the burst of flavor I was looking for."
3,Organic Seaweed Snacks Review,"Linda J.,",12-Feb-19,Easy bag to open. Used these for ramen soup. Wasabi were the best knes. Price in market is ok not to expensive. Would still buy these. Can also used for appetizer.
2,Organic Seaweed Snacks Review,"Alexandra G.,",10-Nov-18,"Very powerful flavor with the salt snack, they only had bacon flavor or salt. I thought they were a bit too mushy when you bit into them - I expected them to be more like kale ships."
3,Organic Seaweed Snacks Review,"Teresa F.,",11-Mar-19,It is harder to find a selection here but I tried the bacon and I normally love everything bacon however these were not my favorite snack. The flavor was the only issue I had. I hope to try another flavor.
3,Organic Seaweed Snacks Review,"Carla P.,",14-Nov-18,This product was better than I thought it would be. They actually had great flavors and tasted great with a good texture. The price was a little more than I expected to pay for seaweed chips.
3,Organic Seaweed Snacks Review,"Crystal J.,",06-Nov-18,"A pretty tasty snack. Was a little hard to find, had to go to several different stores to find it. At first the texture was a little different for me but the taste drew me in. Very tasty!"
3,Organic Seaweed Snacks Review,"Eileen A.,",16-Nov-18,I did not care for the taste. It seemed a bit fishy tasting to me. I wish I enjoyed the taste because the health benefits are great with this product.
3,Organic Seaweed Snacks Review,"tami J.,",05-Dec-18,It tasted OK a bit expensive probably would not buy it unless I have coupons for it it's a good product but the price point is too much for what you get
1,Organic Seaweed Snacks Review,"Jamie B.,",25-Feb-19,I was not a fan of the organic seaweed snacks by Ocean's Halo. The packaging was colorful and attractive but the product was just not enjoyable. It had a very fishy taste and smell and left a very unpleasant aftertaste in my mouth.
3,Organic Seaweed Snacks Review,"Brittney N.,",13-Jan-19,I was not a huge fan of the sea salt variety. Perhaps a different flavor would have made the difference. I am interested in trying the broths from this brand.
1,Organic Seaweed Snacks Review,"Wanda(Lacey) H.,",18-Dec-18,This stuff is NASTY!! I couldn't get past the smell hardly!! There is no way I could or would recommend this product to anyone. I was completely surprised at how awful it was! I am truly sorry that I couldn't find anything positive to say about it.
1,Organic Seaweed Snacks Review,"Marian B.,",07-Jan-19,i did not care for it and i personally will not buy again. maybe you might like it but my taste buds did not. i like natural products but not this one.
2,Organic Seaweed Snacks Review,"Debbie Q.,",25-Nov-18,While out shopping for the Halo seaweed snacks I went to two stores and did not find the product. I was looking forward to trying a healthy snack. I did try there thai coconut broth. I made a lo mein with it. Better flavor than soy sauce.
3,Organic Seaweed Snacks Review,"Jamie H.,",15-Nov-18,It was okay and I'm glad I got to try a free one. But I'm not crazy about salty snacks is like these. Wasn't too filling either. But glad it's a healthy option! Thanks for the free sample coupon PinchMe! I love trying new products like this.
2,Organic Seaweed Snacks Review,"Michele W.,",16-Dec-18,I was not thrilled on the flavor of the sea salt seaweed chips. They were a little more bitter than I personally could stand. I think I may try another flavor like the Korean BBQ next.
3,Organic Seaweed Snacks Review,"Michelle D.,",22-Feb-19,I tried the sea salt and Texas bbq. I thought the seas alt tasted a little too fishy for me. The Texas bbq was really unique and would definitely purchase that flavor again. Also think i will try the Maui onion and some of the other flavors.
3,Organic Seaweed Snacks Review,"Allyson K.,",31-Oct-18,The texture was pretty nice but I wasn't a fan of the flavor I got which was chili lime. It had a bit of a weird after taste. I think I will try a different flavor next because I am interested in trying it again.
3,Organic Seaweed Snacks Review,"Shannon A.,",15-Nov-18,I got the sea salt flavor and ate it on a salad and I think considering how healthy it is it tasted really good I'd recommend it to my friends for sure.
3,Organic Seaweed Snacks Review,"Pe T.,",23-Jan-19,"I enjoyed the spices in the Red Chili Ramen Noodle Bowl, but didn't care for the flavor of the broth, and it somewhat acquired the flavor of the cardboard (?) bowl, which further detracted from the flavor."
3,Organic Seaweed Snacks Review,"Lisa W.,",25-Nov-18,I would of liked it better if there wasnt a strong taste of lime.besides that it was good .would love to try the bacon one all in all a good snack
1,Organic Seaweed Snacks Review,"Shelly N.,",08-Jan-19,Not great. very fishy tasting and flavoring (bacon) was a dusting of powder. Was really unpleasant. I really like most all their other products.
3,Organic Seaweed Snacks Review,"Vickie L.,",18-Dec-18,I'm not a big fan of seaweed snacks but this one wasn't that bad. The flavoring kind of covered up the seaweed taste so it was a but tolerable.
1,Organic Seaweed Snacks Review,"Christina F.,",16-Dec-18,I really wasn't crazy about the texture or the flavor. Sorry. I would not recommend it to family members or friends. I usually like everything too.
1,Organic Seaweed Snacks Review,"Mary L.,",28-Dec-18,This product was not for my family but im sure that your family would love it. I dont really have anything else to say about this product thanks
1,Organic Seaweed Snacks Review,"Carina S.,",06-Dec-18,Definitely did not like this product I'm not sure if I eat the right way but the texture and the smell and even the taste were not good at all
1,Organic Seaweed Snacks Review,"Nikki W.,",11-Nov-18,Didn't like them too much they are not for me I guess everyone has their diff opinions and me for sure didnt like them at all I won't buy them
1,Organic Seaweed Snacks Review,"Tristan G.,",25-Nov-18,Not what I was expecting. Didn't taste good. Tasted like what fish food smells like. It's not very good at all. It's for a not picky eater..
3,Organic Seaweed Snacks Review,"Mary R.,",09-Dec-18,"I like the Ocean's Halo Seaweed snack, my children do as well. They were really hard to find but I eventually found them. I would recommend them."
3,Organic Seaweed Snacks Review,"Luisa B.,",17-Jan-19,"I just would like to say that i did not like it very much but i think it is very high on nutrition value, i am goint to buy it for my husban lunch."
3,Organic Seaweed Snacks Review,"amy M.,",27-Nov-18,The taste was fairly good. Just not very strong. It was filling though and the consistency was tolerable. I wouldn't buy again though probably
1,Organic Seaweed Snacks Review,"Hannah T.,",24-Feb-19,0/10 would not recommend. Not great tasting at all. Will try other Ocean's Halp products in the future but I will not buy these ever again. .
3,Organic Seaweed Snacks Review,"Maria B.,",09-Nov-18,I tried the oceans halo ramen instead of the nori snacks. I wish I had stuck with the nori snacks because the ramen wasn't all that appetizing.
3,Organic Seaweed Snacks Review,"Shantay H.,",25-Feb-19,I received this product free for the purpose of this review and my opinions are 100% my own. I did not enjoy this product but my husband loved it.
3,Organic Seaweed Snacks Review,"April W.,",08-Dec-18,"They were pretty good, good flavor but to dry. Made my mouth so dry and left a little bit of after taste. Other than that it had a very good flavor"
2,Organic Seaweed Snacks Review,"Carina S.,",25-Oct-18,I was not a fan of the taste of this product was a little too much I don't think I would buy this product again
3,Organic Seaweed Snacks Review,"Phyllis N.,",15-Nov-18,I didn't care for Oceans Halo snack. I didn't like the texture or the taste. It is not something i will buy for my family or recommend to friends
3,Organic Seaweed Snacks Review,"Jen M.,",04-Nov-18,I really enjoyed them I got the wasabi flavor my only issue is I love spice so it wasnt spicy enough for me but besides that they were great!
3,Organic Seaweed Snacks Review,"Keara H.,",21-Jan-19,This product tasted way better than what I expected. I was a little Leary at first but after the first bite I was hooked and so was my family.
3,Organic Seaweed Snacks Review,"sonya F.,",05-Nov-18,I'm never trying this again. I didn't like it but im new to this so that was a natural reaction. It was ok but just wasn't used to the texture of it
3,Organic Seaweed Snacks Review,"Lynette J.,",10-Nov-18,Pretty good never thought I'd enjoy eating this for a snack or add on to my food that's for sure but I dont regret taking a try at this at all
3,Organic Seaweed Snacks Review,"margaret M.,",15-Nov-18,Liked the crunch - tried the Chile Lime - overall not too bad. Will definitely try the other flavors. A healthier alternative to potato chips!!!!
3,Organic Seaweed Snacks Review,"Rosemary M.,",20-Nov-18,"I purchased the Chili Lime. The consistency was very good, but I did not care much for the taste. I might want to try one of the other flavors."
