score,product,author,date,comment
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","billie,",20-Dec-15,I love this delicious snack and I have recommended it to several friends.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Angel,",19-Oct-15,"There great taste and healthy,"
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)",,01-Nov-15,Truth in marketing. It tastes like banana!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Mannie76,",09-Feb-16,They are to die for soft and full of flavor and to top it off healthy!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Lety3,",06-Jan-16,Perfect for breakfast in the go!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","QueenP61,",25-Oct-15,I eat this before work and stay full until lunch.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","SCMom,",01-Nov-15,Perfect breakfast....yummy and so easy
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Henry,",12-Dec-15,I started buying these for my husband and he enjoys them very much
,,,,
3,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Jule,",01-Nov-15,The pumpkin spice is the best can you carry all year
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Happy,",15-Nov-15,Good with breakfast or just a snack with coffee
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Pamesson,",02-Nov-15,Love to eat the soft baked belvita in the morning with a cup of coffee!!!
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Billy,",11-Oct-15,It's a tasty morning snack between breakfast and lunch.
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","kist,",20-Mar-16,They make a nice little breakfast with coffee.
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","57Candy,",15-Nov-15,Nice change chewy like cake
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","lama,",25-Nov-15,it really keep's you going all morning long
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Trollforge,",30-Oct-15,This item is a very good product. Not only taste great it leaves you satisfied
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Kjmm,",23-Nov-15,Very tasty...just a little dry.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Kristi,",11-Jan-16,Great snack or breakfast!!
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","TanTan,",01-Nov-15,Great fiber snack for my children
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","julance,",03-Oct-15,these are great tasting and very convenient
,,,,
2,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Kyky,",17-Oct-15,Tasty but to thick and dry for me
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Karen,",16-Feb-16,My son loves these for breakfast.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","bobb,",22-Nov-15,enexpensive and very tasty
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Debbie,",28-Oct-15,I eat them with my first cup of coffee. They're filling and delicious.
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Bigmamajojo,",15-Oct-15,These are very good source of fiber. They come in different flavors.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Mouse62,",01-Dec-15,Part of my diet and it works great to stave off the hunger
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Marchgirl1959,",09-Jan-16,These are great for breakfast or for a snack. I love that they have fiber too.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Tropical,",17-May-16,It is a healthy snack and kept me full until my next meal.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Dede,",29-Nov-15,Usually eat this with some yogurt for breakfast everyday
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Cucha,",03-Oct-15,"Good resource as a snack, when your Lunch or Dinner will be late."
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Rose,",26-Oct-15,It's not that bad. A little grainy but overall a good treat instead of a heavy muffin.
,,,,
1,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","52grand,",19-Sep-15,"They were dry didn't have a banana taste, they were very bland..."
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","mast1969,",23-Sep-15,I like the taste allot. The size isn't bad either.
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","broker22,",18-Feb-16,Loves em eats em every day
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","MarkinRB,",22-Feb-16,"These are good , a little dry but like the rest of the BelVita line they are good."
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","catnip,",05-Sep-15,"This biscuit is SOO good, highly recommend"
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Kimmie,",15-Oct-15,Good for breakfast and snacks
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Jenn,",23-Oct-15,"Soft but form, taste like its name, very good, great with coffee"
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Wvdixie,",13-Feb-16,Very filling and delicious.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Ddee,",09-Oct-15,Nutritious and great on the go Pair with fruit and yogurt for a complete meal
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Connie,",16-Feb-16,Delicious!
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","JC27,",22-Oct-15,These were delicious.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Katy,",23-Oct-15,Great taste very filling
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Kubeck,",17-Sep-15,Carol
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Juicyjy,",16-Nov-15,Great with coffee!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Amanda,",09-Oct-15,So good!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Dude,",13-Apr-16,Great snack
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Mikeyj,",08-Oct-15,Definetly yummy!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Nicole,",18-Oct-15,Soft and flavorful
,,,,
2,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","debc,",30-Jan-16,did not like the taste
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Scooter,",14-Oct-15,I can eat the hole box
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Peanut,",02-Nov-15,Love them!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Mommyloves2,",10-Oct-15,Favorite breakfast
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Bettyboop,",01-Dec-15,that it was good !!!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Michelle,",04-Dec-15,Love it!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Janice,",20-Nov-15,Yes
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Terry,",05-Mar-16,Good
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","jroweny,",17-Feb-16,Very good.
,,,,
4,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","amos,",08-Jan-16,would buy again
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","mtmamma47,",10-Oct-15,"Very tasty, very filling"
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Paza,",11-Oct-15,Love it
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Didi,",13-Jun-15,Good to eat
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","dollface,",30-Nov-15,very tasty and filling
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Mike,",27-Sep-15,Done
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Good,",09-Nov-15,Good
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Maria,",03-Dec-15,1234
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Kathy,",16-Jan-16,Excellent
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Sheila,",30-Oct-15,I love it!!!!!
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Tmjj,",24-Oct-15,Taste really good
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Giraffe,",23-Dec-15,Love them
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","VenkateshTPK,",12-Oct-15,I like this snack.
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Mary,",07-Dec-15,Delicious on the snack
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","Chris,",26-Oct-15,5 stars
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","wendy,",27-Oct-15,Taste great
,,,,
5,"belVita Soft Baked Banana Bread Breakfast Biscuits, 5 Packs (1 Biscuit Per Pack)","plove37,",07-Nov-15,Great tasting
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Sarah,",08-Aug-20,The likes the real fruit flavors. I like the price and I don't have to spend 50 bucks to renew a membership to get the big box. Thanks for having these.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Yanli,",27-Jul-20,Our school Children is happy to have the fruits snack. I think because they have had 2-3 weeks crackers. They said they like the tastes very much!:-)
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Joan,",23-Jul-20,"This is a wonderful , healthy snack . Each package is just the right size, so portion control is good"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Elainefw55,",31-Jul-20,I love the taste and softness of these snacks. Unlike some that are hard to chew. They have really great flavor and fruitiness.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","machine13of13,",03-Apr-20,"When we found that we could get 80 packs, we loved it. Tater eats two a day, and his sister shares his goodies, so 80 last about a month..."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","usps63,",12-Mar-17,"my younger grand daughter loves the welch's fruit snacks, while my older one prefers the gushers. personally i think they both taste yucky, but i don't buy them for myself lol"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Annmarie,",22-Jul-20,Largest quantity I can get for my momey
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Janet,",22-Jul-20,tasty treats that are good for you.
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Jocy,",31-Jul-20,Almost returned because they delivered and left on porch in the sun ...could have placed near the door but to lazy to make a couple extra steps !!
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","stephanie,",28-Jul-20,My 2 and 4 year olds love these. I have tried other kinds and they won't eat them. Plus they are made with real fruit.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Jennifer,",22-Jul-20,Nice sized box with a great snack size snack.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","KimG,",08-May-20,I cannot stop eating them! I had to take about a five years break from them. Then recently started eating them again because of this quarantine!!!
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Jacki,",30-Jun-20,Best fruit snacks out there
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","JANICE,",12-Jul-20,kids really enjoy these as a snack
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","KathyEmily,",17-Apr-20,"Great size! Great taste! Everyone in our house loves these, hide them or kids will eat them all the in no time!"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","lumospar,",16-May-20,Love this product. Can't believe how fast it disappears.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Elizabeth,",22-Apr-20,"Great value for Welch's fruit snacks, arrived in great packaging"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","sunnysidemom,",08-May-20,Taste great and relatively healthy!!! Kids love!!!
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","sheila,",08-May-20,Good for vitamins c when you can't get the pills
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Timetobuyagain,",08-May-20,Soft and sweet. Four stars because it's a bit acidic for my stomach.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","CJ,",04-May-20,"My kids love these, perfect size bags for snacks and travel and this box stocks the pantry!"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","donotcaretohaveanickname,",08-May-20,I enjoy this as a snack. Eat more than I should. Great price.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","denisesbakersrack,",05-May-20,snacks for kids throughout the day
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Patcheen,",17-May-20,My all time favorite go to candy snack
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","RJones,",29-Apr-20,The size (80 pouches) and price is awesome
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","jofre,",12-May-20,The shipping was fast and the snacks were great.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Lefty,",07-May-20,These are fresher than the ones you buy in the store.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Diana,",14-Apr-20,"Excellent value,wonderful quality and quantity."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Linda,",13-Apr-20,I eat this product and share it with others. Very good snack for all age groups.
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Dionne,",04-Apr-20,Just as xpected....tasty nd convenient.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","wendy,",03-Apr-20,Always a good choice. The grandkids love them!!!
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","momdadandthreekids,",10-Apr-20,HUGE box of fresh soft gummies to offer quick take along snack.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Mark,",16-Apr-20,Great snack for the kiddos! Walmart shipped to our doorstep with ease.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","audchild,",12-Oct-19,"Wow! That's a lot of servings! If you eat these fruit snacks, this is a great deal for bulk."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","ALCustomer,",18-Feb-17,Item was fresh and a good value. Wish they sold this size in the stores.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Rose,",05-Jun-20,"Very tasty and packages are perfect size. Variety of flavors in each pack. Also, each individual fruit snack seems a bit smaller than other fruit snacks which I enjoy because having higher quantity means when I'm snacking it feels like there is more. Helps keep me from grabbing an additional package."
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Deanna,",06-Apr-20,I like them just not what I wanted which is always out of stock now I'm sure if I continue to order these they'll be out of stock like the others I'm not going to give a five star rating when it's not what I wanted and still what I want is out of stock
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Snacks,",11-Feb-17,Got it on time. I lI've these treats. It's fat free and taste like fruit.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Deborah,",13-Jun-17,The 66 count is wrong. It's an 80 pouch box for that price. Bought it twice now. [This review was collected as part of a promotion.]
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Ellie,",23-Jun-20,My grandson's favorite snack! The only fruit snack he will eat. He has autism and loves the taste and that they don't stick to his teeth.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","melissa,",16-Jul-20,I love the Welch's mixed fruit snacks the only one I will buy They are soft and not hard to chew the flavors are delicious
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Pat2020,",23-Jun-20,I enjoy these fruit snacks. I eat them as a snack instead of grabbing cookies or candy. I highly recommend them for children and adults.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","IceCold,",23-Jan-20,"I'm a gummy lover anyway, but these have got to be the juiciest tasting gummies out there. I first bought these just to see if they were as they claimed. I have to admit, I'm hooked."
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","BonBon,",22-Dec-19,"Love the product. It¡¯s got the best flavors compared to its competitors. All flavors and consistency are perfect except for grape. Amazingly, I reported a problem with grape to the company and they implemented a fix immediately. They also contacted me to let me know they¡¯re working on improving the inadequate texture and sent me a coupon to replace the bad product. Once I purchase the improvement, I¡¯ll test it again. I¡¯d bet it will be perfected then."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Nikky,",30-May-17,Just one word: Superb [This review was collected as part of a promotion.]
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Leo,",14-Jun-17,good [This review was collected as part of a promotion.]
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Snack,",11-Mar-17,I like it
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Karenann,",18-Jun-20,Great little snack for the kids and parents! This is my afternoon pickup every day. It is chewy with a nice fruity flavor.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Marley405,",10-Jun-20,The best tasting fruit snack. I get a large box a couple times a month and they work great as a snack at home.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Krystle,",11-Jul-20,Bought these for work snacks
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Thandi,",09-Jul-20,"Great for a little snack, but you just cant eat 1pk ,Eat 2 to be satisfied."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Sunhill,",11-Jul-20,My family loves these snacks. They have great fruit flavor.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Patricia,",02-Jul-20,"Deliciously nutritious , what else can i say"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","StephieL,",22-Jun-20,"Grandkids just love these as a daily snack, less sugar."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","tricia,",24-Jun-20,I love them as a fruit sink
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Charlayne,",05-Jul-20,My grands look forward to it when they come for a visit.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","lahabraangel,",27-Jan-17,I ordered this fruit snack all the time and it was first time to buy big box. And it is not too much to me. I enjoy it every day.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","JG,",05-Apr-20,"Great price, prefer these to other brands of fruit snacks (they don't stick to your teeth as much as other ones do)"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Naggy,",02-Feb-20,Great value and a good little sugar hit to have on hand while you are out and about. Also make a great little school snack.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","YY,",02-Oct-19,We really love the these. This huge box is the best deal and hopefully will last us for a while. They're addictive and hard to stop... Will keep buying them.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Cowboys,",20-Jun-20,my grandson loves his fruit snacks. i like that there is a variety fruit flavors!!
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","SerousShopper125,",07-Jun-20,"They are the softest gummy bear kind ever. Best of all, they are healthy too"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Jessica,",16-May-20,We love these fruit snacks!
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Marguerite,",15-Jun-20,"Repeat buy - but still difficult to open - love the freshness, taste"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Shalise,",26-Apr-20,Great for packing in a lunch
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Margie,",20-Jun-20,Great snacks for on the go. Great prices for great products.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","ander093,",13-Jun-20,"Hey they are welches snacks, enough said!! Fast delivery, great service."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Cam,",08-Apr-20,They don't last long in my house. Great snack!
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","ChaiTea,",11-Feb-20,Is one of my son favorite! He has allegies and this one is a perfect snack GF
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Nick,",05-Feb-20,These are a staple at our house. I love the big economy size!
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Ara,",15-Jan-20,"Fresh. Great taste. Not overly soft, because of proper storage. Solid product."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","MamaC,",03-Mar-20,Great size for a large family. Great price.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","walle101,",25-Feb-20,Can't stop eating these!!!
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","brenda,",16-Feb-20,"when you have 9 great grands, what better snack?"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Nana,",12-Nov-19,My grandchildren love these! They are softer than other brands so even the 1 yr old can chew them fully.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Lroban,",03-Nov-19,The kids love it and it¡¯s bit sized so it isn¡¯t too much
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","PatG,",09-Dec-19,"good snacks...good deal, it contains 80 small bags of fruit snacks..good price"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","EWT,",28-Oct-19,Supper; low call if used right; last well if no chewing. Tasts great
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Lovenit,",07-Sep-17,"Bursting with tangy fruit flavor! Soft and chewy! Best of all, made with real fruit! Thank you Welch!"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Gaddybaddy,",18-Aug-16,"You only get about 12 fruit snacks per package, so I usually have to eat 3-4 (8)... At a time. We love these though and they're our favorite brand. I like the Motts brand too, but those are very sticky and stick to your teeth."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Ronnie,",18-Aug-17,"These are cool snacks, hold up to Florida heat, tastes good"
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","robert,",17-Apr-19,This is a great deal you get 80 individual packs of fruit snacks i can take as many as i need when i take my grandson to the park.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","weedkiller,",31-Jan-19,"My wife likes these better than any other fruit snack, and this is a really big box, keeping her happy for a long time."
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Gelka,",16-Aug-19,My family loves Welchs fruit snacks and our store only carries the value box of 40 so the box of 80 is awesome!
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","JB,",06-Aug-19,This is a great snack for children and a great size to carry in their pockets. My niece¡¯s children love them.
,,,,
4,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Bo,",12-Feb-19,There are a lot in a package at a good price. More importantly my 19 month old nephew loves them
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","TRYAGAIN12,",26-Jun-19,Good SNACK for any age. Have purchased many times.
,,,,
5,"Welch's Fruit Snacks, Mixed Fruit, 80 ct, 0.9 oz","Chardaisy,",19-Feb-19,I love that they are 100% fruit juice. I hand them out to the kids at church fir a healthy snack.
